HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,HS,AS,HST,AST,HC,AC,Over25,BTTS,Result
Newcastle,Everton,2,3,1.7,4.0,4.75,17,9,7,5,7,2,1,1,0
Liverpool,West Ham,5,2,1.42,4.75,6.5,18,11,7,4,10,5,1,1,2
Burnley,Brentford,3,4,4.5,3.9,1.73,12,16,3,7,4,8,1,1,0
Bournemouth,Sunderland,1,1,1.8,3.75,4.33,21,8,5,4,7,3,0,1,1
AVS,Estrela,0,0,2.55,3.2,2.65,11,16,3,6,7,9,0,0,1
Heerenveen,Sparta Rotterdam,2,1,2.05,3.7,3.25,16,13,4,3,5,6,1,1,2
Como,Lecce,3,1,1.38,4.5,9.5,12,5,7,2,5,1,1,1,2
Verona,Napoli,1,2,7.5,4.0,1.5,8,9,2,5,2,5,1,1,0
Inter,Genoa,2,0,1.33,5.5,9.0,14,6,6,2,10,2,0,0,2
Hoffenheim,St Pauli,0,1,1.48,4.75,6.0,20,11,11,3,10,3,0,0,0
Leverkusen,Mainz,1,1,1.7,4.0,4.5,12,8,5,4,6,2,0,1,1
M'gladbach,Union Berlin,1,0,2.38,3.3,3.0,21,6,7,2,6,2,0,0,2
Greuther Furth,Schalke 04,1,1,4.33,3.9,1.7,6,16,1,4,4,5,0,1,1
Kaiserslautern,Paderborn,1,2,2.88,3.75,2.2,10,15,2,5,3,2,1,1,0
Holstein Kiel,Elversberg,1,1,3.1,3.5,2.15,10,7,3,3,5,7,0,1,1
Bielefeld,Hannover,0,1,2.75,3.7,2.3,22,6,7,1,9,3,0,0,0
Werder Bremen,Heidenheim,2,0,1.75,4.0,4.33,17,9,6,0,3,2,0,0,2
Dortmund,Bayern Munich,2,3,4.5,4.75,1.6,10,14,2,6,5,2,1,1,0
Inter,Genoa,2,0,1.33,5.5,9.0,14,6,6,2,10,2,0,0,2
Verona,Napoli,1,2,7.5,4.0,1.5,8,9,2,5,2,5,1,1,0
Como,Lecce,3,1,1.38,4.5,9.5,12,5,7,2,5,1,1,1,2
Leeds,Man City,0,1,4.75,4.33,1.62,14,14,2,5,5,3,0,0,0
Anderlecht,Oud-Heverlee Leuven,5,1,1.65,3.7,4.5,14,7,6,2,9,8,1,1,2
Nacional,Sp Braga,1,2,5.5,4.2,1.51,14,20,5,8,3,6,1,1,0
Mechelen,Waregem,2,1,2.1,3.4,3.1,5,16,3,5,1,8,1,1,2
Sudtirol,Venezia,1,1,4.2,3.0,1.96,12,12,2,4,6,5,0,1,1
Guingamp,Rodez,0,0,1.7,3.5,4.1,9,10,1,2,5,6,0,0,1
Red Star,Le Mans,0,0,2.3,3.0,2.88,7,6,0,2,6,4,0,0,1
Dundee,Hibernian,3,3,3.2,3.6,2.1,10,13,4,6,6,6,1,1,1
Falkirk,Kilmarnock,5,1,1.66,4.1,4.5,20,6,10,3,3,2,1,1,2
Hearts,Aberdeen,1,0,1.41,4.2,8.0,21,5,7,0,7,4,0,0,2
Livingston,St Mirren,1,1,3.3,3.4,2.1,10,12,3,2,7,2,0,1,1
Motherwell,Dundee United,2,0,1.45,4.2,6.5,16,7,5,3,5,3,0,0,2
Modena,Padova,1,2,1.49,4.0,6.0,12,6,5,3,5,3,1,1,0
Pau FC,St Etienne,0,3,2.7,3.5,2.2,9,10,4,6,5,4,1,0,0
Castellon,Santander,1,3,1.66,4.2,4.33,15,12,3,7,3,3,1,1,0
Valladolid,Huesca,1,0,1.68,3.4,5.0,16,9,7,4,4,6,0,0,2
Granada,Malaga,0,1,2.15,3.2,3.3,11,14,1,5,4,4,0,0,0
Zaragoza,Burgos,0,1,2.7,2.85,2.75,16,8,7,3,5,2,0,0,0
Spezia,Reggiana,0,1,1.91,3.25,4.1,22,7,5,1,7,1,0,0,0
Avellino,Juve Stabia,0,0,3.0,2.5,3.0,11,5,3,2,6,2,0,0,1
Empoli,Cesena,1,1,2.35,3.1,3.1,28,8,5,3,13,1,0,1,1
Antwerp,St Truiden,1,0,3.0,3.3,2.2,12,10,6,3,3,4,0,0,2
Stockport,AFC Wimbledon,3,0,1.57,3.8,5.25,10,10,4,4,3,8,1,0,2
Ceuta,Cadiz,2,1,2.2,3.2,3.2,8,4,3,1,2,2,1,1,2
Granada,Huesca,4,2,1.76,3.3,4.75,7,14,4,3,2,6,1,1,2
Wycombe,Port Vale,4,0,1.51,4.0,5.5,21,10,9,2,9,1,1,0,2
Reading,Wigan,3,0,2.15,3.3,3.2,13,6,5,1,3,9,1,0,2
Blackpool,Burton,1,0,2.4,3.25,2.82,9,1,4,1,6,8,0,0,2
Valladolid,Burgos,0,1,2.1,3.1,3.5,11,7,4,2,6,1,0,0,0
Malaga,Leganes,0,0,1.96,3.3,3.7,20,10,6,3,9,5,0,0,1
Albacete,Castellon,1,1,2.7,3.5,2.35,11,13,4,6,6,8,0,1,1
Sp Gijon,La Coruna,1,1,2.32,3.1,2.85,8,17,2,2,7,12,0,1,1
Exeter,Leyton Orient,0,0,2.3,3.5,2.7,14,12,2,4,6,3,0,0,1
Freiburg,Hoffenheim,1,1,2.25,3.4,3.1,6,15,1,4,6,8,0,1,1
Famalicao,Rio Ave,0,0,1.76,3.8,4.1,28,6,5,3,11,6,0,0,1
Preußen Münster,Braunschweig,3,1,1.95,3.6,3.6,11,12,4,5,3,9,1,1,2
Nurnberg,Hertha,0,3,2.25,3.5,3.0,12,14,4,4,6,1,1,0,0
Hannover,Bielefeld,3,1,1.83,3.75,3.9,13,11,4,1,4,2,1,1,2
Utrecht,Heerenveen,2,2,1.8,4.0,3.9,14,10,5,4,5,3,1,1,1
Groningen,Feyenoord,0,1,4.5,3.9,1.75,12,11,5,5,3,4,0,0,0
Dender,RAAL La Louviere,0,0,2.38,3.25,2.8,10,10,2,2,4,2,0,0,1
Charleroi,Mechelen,0,2,2.0,3.5,3.5,13,5,6,3,5,3,0,0,0
Sp Braga,Nacional,0,1,1.39,4.33,7.5,9,13,1,5,6,3,0,0,0
Alverca,Guimaraes,2,0,3.2,3.4,2.15,11,19,4,3,1,5,0,0,2
FC Koln,Stuttgart,1,2,2.9,3.5,2.35,14,15,6,5,8,8,1,1,0
Modena,Pescara,2,1,1.53,4.1,5.25,15,6,3,2,4,0,1,1,2
Empoli,Carrarese,2,2,2.05,3.2,3.7,13,9,4,5,2,3,1,1,1
Union Berlin,Hamburg,0,0,1.95,3.4,4.0,11,16,2,6,5,3,0,0,1
Nijmegen,AZ Alkmaar,2,1,3.0,4.1,2.1,14,7,4,2,5,4,1,1,2
St Truiden,Genk,1,2,3.0,3.5,2.2,15,15,4,7,3,6,1,1,0
Cercle Brugge,Gent,2,4,2.2,3.8,2.9,23,11,8,8,10,2,1,1,0
Angers,Brest,0,2,3.1,3.25,2.38,11,7,2,3,11,4,0,0,0
Pisa,Fiorentina,0,0,3.3,3.25,2.25,11,14,1,2,4,6,0,0,1
Sassuolo,Udinese,3,1,2.3,3.2,3.3,11,12,5,5,1,5,1,1,2
Aston Villa,Fulham,3,1,2.3,3.1,3.4,9,11,4,4,2,8,1,1,2
Newcastle,Arsenal,1,2,3.6,3.4,2.1,8,20,3,7,7,12,1,1,0
Nice,Paris FC,1,1,1.85,3.75,4.0,11,13,5,3,5,5,0,1,1
Huesca,Granada,0,1,2.15,3.0,3.6,15,9,2,3,13,2,0,0,0
Valladolid,Cultural Leonesa,0,1,1.42,4.5,6.25,18,9,1,4,2,2,0,0,0
Roma,Verona,2,0,1.42,4.2,8.5,10,12,5,3,8,1,0,0,2
Sp Gijon,Albacete,3,4,1.96,3.6,3.5,11,11,6,7,2,8,1,1,0
Burgos,Malaga,2,1,2.1,3.1,3.7,7,6,3,2,0,3,1,1,2
Milan,Napoli,2,1,2.35,3.1,3.2,6,19,3,7,1,7,1,1,2
Sociedad B,Cordoba,1,1,3.3,3.3,2.15,10,13,5,3,8,5,0,1,1
Lecce,Bologna,2,2,4.2,3.0,2.05,12,14,4,5,3,9,1,1,1
Roma,Verona,2,0,1.42,4.2,8.5,10,12,5,3,8,1,0,0,2
Pisa,Fiorentina,0,0,3.3,3.25,2.25,11,14,1,2,4,6,0,0,1
Sassuolo,Udinese,3,1,2.3,3.2,3.3,11,12,5,5,1,5,1,1,2
Cadiz,Ceuta,0,0,1.68,3.3,5.25,9,11,3,3,1,1,0,0,1
Lecce,Bologna,2,2,4.2,3.0,2.05,12,14,4,5,3,9,1,1,1
Livingston,Rangers,1,2,4.75,3.9,1.66,9,15,3,7,4,8,1,1,0
Milan,Napoli,2,1,2.35,3.1,3.2,6,19,3,7,1,7,1,1,2
Rennes,Lens,0,0,2.5,3.4,2.75,14,13,2,2,8,4,0,0,1
Metz,Le Havre,0,0,2.7,3.2,2.7,7,11,0,2,4,6,0,0,1
Betis,Osasuna,2,0,1.75,3.8,4.5,12,12,6,1,5,5,0,0,2
Barcelona,Sociedad,2,1,1.27,5.75,10.0,22,7,12,2,12,1,1,1,2
Lille,Lyon,0,1,2.25,3.4,3.2,14,5,3,2,3,4,0,0,0
Vallecano,Sevilla,0,1,2.0,3.3,4.0,18,4,6,1,12,4,0,0,0
Elche,Celta,2,1,2.88,3.1,2.6,17,8,8,2,7,2,1,1,2
Telstar,Go Ahead Eagles,4,2,2.8,3.75,2.3,20,13,9,4,8,3,1,1,2
Boulogne,Reims,2,6,3.7,3.4,1.91,10,15,2,7,1,3,1,1,0
Cesena,Carrarese,2,1,1.96,3.2,4.0,12,9,3,3,5,4,1,1,2
Bradford,Lincoln,0,0,2.1,3.3,3.4,16,15,3,4,2,2,0,0,1
Mansfield,Plymouth,2,0,2.05,3.5,3.4,12,14,4,4,7,4,0,0,2
Rodez,Annecy,2,1,2.2,3.3,3.25,5,8,4,3,4,4,1,1,2
Nancy,Bastia,2,0,2.4,2.9,3.1,9,6,5,2,2,4,0,0,2
Laval,Le Mans,1,1,2.63,3.0,2.75,9,6,7,3,6,6,0,1,1
Grenoble,Guingamp,0,0,2.9,3.2,2.38,4,6,1,1,3,2,0,0,1
Dunkerque,Red Star,3,0,2.55,3.2,2.8,9,7,4,2,3,3,1,0,2
Troyes,Amiens,3,1,1.42,4.75,6.25,17,4,4,2,4,1,1,1,2
St Etienne,Pau FC,6,0,1.7,3.7,4.5,16,11,8,4,4,4,1,0,2
Clermont,Montpellier,1,1,3.1,3.4,2.15,13,16,6,4,4,10,0,1,1
Lecce,Napoli,0,1,6.5,3.75,1.55,7,14,2,3,3,5,0,0,0
Empoli,Sampdoria,1,1,2.3,2.95,3.2,7,14,1,2,4,5,0,1,1
Frosinone,Virtus Entella,4,0,2.2,3.05,3.4,21,11,9,1,10,3,1,0,2
Lecce,Napoli,0,1,6.5,3.75,1.55,7,14,2,3,3,5,0,0,0
Atalanta,Milan,1,1,2.63,3.2,2.75,17,6,3,1,9,4,0,1,1
Pescara,Avellino,1,1,2.95,3.05,2.35,28,20,7,5,5,8,0,1,1
Reggiana,Modena,1,0,4.2,3.3,1.86,8,22,2,1,1,9,0,0,2
Palermo,Monza,0,3,2.25,2.85,3.4,17,12,2,5,6,6,1,0,0
Atalanta,Milan,1,1,2.63,3.2,2.75,17,6,3,1,9,4,0,1,1
Como,Sassuolo,2,0,1.73,3.6,5.0,18,12,13,5,4,4,0,0,2
Guimaraes,AVS,4,0,1.68,3.6,4.75,11,9,4,1,7,3,1,0,2
Como,Sassuolo,2,0,1.73,3.6,5.0,18,12,13,5,4,4,0,0,2
Getafe,Elche,1,0,2.25,2.88,3.8,15,9,6,4,3,5,0,0,2
Sp Gijon,Andorra,1,1,2.01,3.3,3.6,23,10,10,2,8,5,0,1,1
Oxford,Ipswich,2,1,5.5,3.8,1.61,13,17,8,7,3,6,1,1,2
Mechelen,Standard,0,1,2.2,3.3,3.0,9,6,1,2,4,4,0,0,0
Schalke 04,Paderborn,2,1,2.6,2.9,3.0,14,8,5,1,3,3,1,1,2
Cesena,Modena,1,0,3.3,2.82,2.4,14,18,2,6,7,8,0,0,2
M'gladbach,RB Leipzig,0,0,2.88,3.7,2.3,8,20,1,4,5,6,0,0,1
Zwolle,Heerenveen,2,1,3.75,4.0,1.83,11,19,4,7,3,9,1,1,2
Metz,Rennes,0,1,4.0,3.6,1.85,16,9,5,2,6,3,0,0,0
Hannover,Karlsruhe,3,0,1.45,4.75,5.75,18,9,7,2,4,1,1,0,2
Milan,Verona,3,0,1.38,4.75,8.5,11,9,5,1,7,3,1,0,2
Casa Pia,Guimaraes,0,0,3.3,2.95,2.25,5,13,2,2,2,3,0,0,1
Sp Braga,Benfica,2,2,3.3,3.3,2.1,11,14,3,6,1,5,1,1,1
Sp Lisbon,Rio Ave,4,0,1.11,7.0,17.0,23,5,12,0,8,1,1,0,2
Atalanta,Inter,0,1,3.5,3.5,2.0,7,15,0,4,4,7,0,0,0
Bologna,Sassuolo,1,1,1.75,3.6,4.75,16,8,6,5,2,3,0,1,1
Cremonese,Napoli,0,2,6.25,3.9,1.55,6,22,2,8,1,10,0,0,0
Atalanta,Inter,0,1,3.5,3.5,2.0,7,15,0,4,4,7,0,0,0
Bologna,Sassuolo,1,1,1.75,3.6,4.75,16,8,6,5,2,3,0,1,1
Cremonese,Napoli,0,2,6.25,3.9,1.55,6,22,2,8,1,10,0,0,0
Sunderland,Leeds,1,1,2.5,3.1,2.88,8,17,3,6,3,9,0,1,1
Crystal Palace,Tottenham,0,1,2.25,3.25,3.2,15,8,2,4,3,2,0,0,0
Arouca,Gil Vicente,2,2,3.9,3.2,1.96,9,17,5,5,4,8,1,1,1
Milan,Verona,3,0,1.38,4.75,8.5,11,9,5,1,7,3,1,0,2
Eibar,Las Palmas,3,1,2.35,2.85,3.1,9,21,7,4,2,10,1,1,2
Cultural Leonesa,Andorra,0,4,2.4,3.3,2.7,10,11,6,7,1,2,1,0,0
Almeria,Sociedad B,5,1,1.51,4.0,5.5,29,18,10,6,7,7,1,1,2
Zaragoza,Santander,2,0,2.7,3.3,2.35,14,7,7,2,6,7,0,0,2
Nancy,Pau FC,2,2,1.95,3.25,3.6,15,15,6,4,11,3,1,1,1
Reggiana,Empoli,3,1,3.25,3.0,2.3,16,3,6,2,8,2,1,1,2
Lens,Brest,3,1,1.85,3.75,4.0,30,9,10,2,15,1,1,1,2
Leicester,Birmingham,2,0,2.35,3.25,2.85,5,11,2,1,1,7,0,0,2
Hamburg,St Pauli,0,2,2.4,3.3,3.0,5,17,2,6,2,5,0,0,0
Cremonese,Sassuolo,3,2,2.6,3.2,2.75,11,9,6,6,5,4,1,1,2
Montpellier,Amiens,1,1,1.5,4.2,5.5,20,6,4,2,3,1,0,1,1
Lecce,Milan,0,2,6.0,3.9,1.57,7,14,2,6,4,5,0,0,0
Hertha,Elversberg,0,2,2.2,3.4,3.2,7,16,2,6,4,4,0,0,0
Sp Gijon,Cultural Leonesa,1,0,1.61,3.5,6.0,17,9,6,2,10,3,0,0,2
Sociedad B,Almeria,2,2,4.33,3.6,1.79,9,16,3,5,2,8,1,1,1
Rodez,Boulogne,1,0,1.75,3.3,4.33,12,21,4,7,4,4,0,0,2
Red Star,Annecy,1,0,1.8,3.3,4.2,5,5,1,0,2,4,0,0,2
Valencia,Getafe,3,0,2.3,2.9,3.6,7,11,4,1,8,6,1,0,2
Elche,Levante,2,0,2.15,3.25,3.5,16,11,5,1,4,2,0,0,2
Cremonese,Sassuolo,3,2,2.6,3.2,2.75,11,9,6,6,5,4,1,1,2
Lecce,Milan,0,2,6.0,3.9,1.57,7,14,2,6,4,5,0,0,0
Gil Vicente,Moreirense,2,0,2.55,2.82,3.1,12,10,4,0,4,3,0,0,2
Cercle Brugge,St Truiden,1,1,2.1,3.4,3.1,13,17,4,5,3,8,0,1,1
Laval,Clermont,0,0,2.05,3.25,3.4,10,11,6,0,13,5,0,0,1
Dunkerque,Troyes,2,0,2.9,3.25,2.25,6,11,4,3,2,11,0,0,2
Groningen,Heracles,4,0,1.62,3.9,5.25,17,8,5,0,6,3,1,0,2
Nurnberg,Paderborn,0,0,3.0,3.75,2.15,14,15,3,3,7,5,0,0,1
Leganes,Castellon,0,1,2.1,3.5,3.1,7,10,0,1,6,2,0,0,0
Everton,West Ham,1,1,1.7,3.75,5.0,12,14,6,3,3,5,0,1,1
Parma,Torino,2,1,2.3,3.1,3.4,13,15,2,4,4,3,1,1,2
Genoa,Lazio,0,3,3.0,3.0,2.6,17,10,5,6,6,0,1,0,0
Arouca,Porto,0,4,7.5,4.75,1.35,13,16,3,5,5,8,1,0,0
Parma,Torino,2,1,2.3,3.1,3.4,13,15,2,4,4,3,1,1,2
Boulogne,Red Star,1,2,3.25,3.2,2.2,16,8,6,5,7,3,1,1,0
Genoa,Lazio,0,3,3.0,3.0,2.6,17,10,5,6,6,0,1,0,0
Motherwell,Dundee United,2,0,1.91,3.8,3.4,10,9,5,1,4,2,0,0,2
Kilmarnock,Aberdeen,0,1,2.65,3.3,2.5,14,6,4,3,7,2,0,0,0
Hibernian,Rangers,0,1,2.75,3.7,2.25,7,7,4,3,5,4,0,0,0
Celtic,Falkirk,4,0,1.13,8.0,13.0,26,8,11,4,6,3,1,0,2
Le Havre,Brest,1,0,2.55,3.2,2.9,13,8,3,2,5,1,0,0,2
Lorient,Paris SG,1,1,9.5,6.5,1.25,5,15,2,8,0,8,0,1,1
Metz,Lens,2,0,6.25,4.5,1.5,16,10,7,2,2,5,0,0,2
Nantes,Monaco,3,5,4.75,4.0,1.7,18,19,5,9,1,3,1,1,0
Marseille,Angers,2,2,1.22,6.5,12.0,11,12,6,6,1,5,1,1,1
Bologna,Torino,0,0,1.75,3.5,5.0,11,8,2,2,3,3,0,0,1
Roma,Parma,2,1,1.53,3.75,7.5,18,8,6,5,9,2,1,1,2
Como,Verona,3,1,1.6,3.6,6.5,15,13,5,9,1,3,1,1,2
Juventus,Udinese,3,1,1.44,4.1,8.5,25,8,11,2,8,4,1,1,2
Toulouse,Rennes,2,2,2.15,3.5,3.3,15,11,4,5,5,8,1,1,1
Strasbourg,Auxerre,3,0,1.75,3.8,4.5,18,6,9,1,4,3,1,0,2
Nice,Lille,2,0,3.0,3.5,2.3,8,21,4,4,2,13,0,0,2
Paris FC,Lyon,3,3,2.7,3.5,2.5,11,7,3,4,4,2,1,1,1
Inter,Fiorentina,3,0,1.38,4.5,8.5,22,10,8,2,8,5,1,0,2
Genoa,Cremonese,0,2,1.85,3.25,4.75,16,12,1,4,7,3,0,0,0
Spezia,Padova,1,1,1.81,3.3,4.5,9,4,5,2,3,3,0,1,1
Bologna,Torino,0,0,1.75,3.5,5.0,11,8,2,2,3,3,0,0,1
Roma,Parma,2,1,1.53,3.75,7.5,18,8,6,5,9,2,1,1,2
St Mirren,Hearts,2,2,4.1,3.6,1.79,12,20,6,8,6,7,1,1,1
Genoa,Cremonese,0,2,1.85,3.25,4.75,16,12,1,4,7,3,0,0,0
Inter,Fiorentina,3,0,1.38,4.5,8.5,22,10,8,2,8,5,1,0,2
Juventus,Udinese,3,1,1.44,4.1,8.5,25,8,11,2,8,4,1,1,2
Mantova,Catanzaro,1,3,2.45,3.25,2.75,16,19,5,7,9,5,1,1,0
Venezia,Sudtirol,3,0,1.71,3.9,4.2,17,4,4,2,1,4,1,0,2
Como,Verona,3,1,1.6,3.6,6.5,15,13,5,9,1,3,1,1,2
Millwall,Southampton,3,2,3.05,3.6,2.2,21,11,7,8,9,6,1,1,2
Middlesbrough,Derby,2,1,1.71,3.6,5.0,21,6,4,1,9,8,1,1,2
Sheffield Weds,Preston,2,3,3.4,3.25,2.15,12,7,5,5,3,3,1,1,0
West Brom,Swansea,3,2,1.68,3.25,4.33,26,3,10,2,7,1,1,1,2
Wrexham,Blackburn,1,1,2.15,3.4,3.25,16,12,2,3,7,7,0,1,1
Coventry,Charlton,3,1,1.42,4.2,7.5,26,9,8,4,6,3,1,1,2
Stoke,Hull,1,2,1.62,3.8,5.0,12,11,7,6,7,8,1,1,0
Portsmouth,Bristol City,0,1,2.85,3.4,2.35,13,15,2,5,4,4,0,0,0
Leicester,Sheffield United,2,3,2.3,3.3,3.05,15,13,3,3,4,9,1,1,0
Norwich,QPR,3,1,2.5,3.4,2.75,17,12,6,5,9,6,1,1,2
Milan,Lazio,1,0,1.62,3.8,5.75,16,9,4,4,1,4,0,0,2
Brentford,Burnley,3,1,1.45,4.5,7.0,14,6,4,2,5,6,1,1,2
Motherwell,Hearts,0,0,3.6,3.4,2.01,9,9,5,1,3,4,0,0,1
Man City,Leeds,3,2,1.22,6.5,12.0,18,9,9,4,8,1,1,1,2
Sunderland,Bournemouth,3,2,3.2,3.3,2.3,12,18,6,6,6,3,1,1,2
Everton,Newcastle,1,4,2.8,3.25,2.63,10,13,2,8,8,7,1,1,0
Tottenham,Fulham,1,2,2.2,3.3,3.3,14,7,2,3,8,2,1,1,0
Dundee,St Mirren,3,1,3.5,3.3,2.05,8,19,4,3,1,11,1,1,2
Genoa,Verona,2,1,2.05,3.0,4.2,15,13,4,5,2,3,1,1,2
Parma,Udinese,0,2,2.7,3.0,2.8,17,14,2,5,5,9,0,0,0
Kilmarnock,Dundee United,1,1,2.57,3.4,2.5,11,11,3,3,3,3,0,1,1
Marseille,Toulouse,2,2,1.6,3.9,6.0,20,6,5,4,9,1,1,1,1
Juventus,Cagliari,2,1,1.3,5.5,10.0,14,5,6,3,1,6,1,1,2
Monaco,Paris SG,1,0,5.0,4.33,1.6,10,17,5,4,4,4,0,0,2
Barcelona,Alaves,3,1,1.2,7.0,13.0,18,9,6,2,5,4,1,1,2
Levante,Ath Bilbao,0,2,3.5,3.3,2.15,11,14,4,4,4,2,0,0,0
Blackpool,Reading,0,3,2.5,3.4,2.55,14,15,5,6,2,5,1,0,0
Stockport,Barnsley,1,1,1.91,3.5,3.6,10,11,2,5,4,6,0,1,1
Bradford,Exeter,1,0,1.62,3.7,5.0,11,19,4,4,7,7,0,0,2
Burton,Leyton Orient,0,4,2.65,3.3,2.45,5,14,0,6,2,6,1,0,0
Cardiff,Mansfield,3,0,1.79,3.6,4.1,19,7,9,1,6,4,1,0,2
Doncaster,Peterboro,2,1,2.15,3.4,3.2,11,10,4,5,3,4,1,1,2
Huddersfield,AFC Wimbledon,3,3,1.68,3.4,5.0,25,7,10,4,11,2,1,1,1
Lincoln,Port Vale,1,0,1.96,3.3,3.7,8,5,3,1,3,5,0,0,2
Luton,Bolton,1,1,2.45,3.4,2.65,19,8,4,1,13,2,0,1,1
Plymouth,Northampton,0,3,2.01,3.25,3.6,14,12,1,5,4,8,1,0,0
Rotherham,Wycombe,1,1,4.33,3.4,1.76,14,10,6,4,6,5,0,1,1
Wigan,Stevenage,0,0,2.15,2.95,3.4,11,6,3,4,3,7,0,0,1
Ath Madrid,Oviedo,2,0,1.2,6.25,17.0,14,12,8,1,7,2,0,0,2
Gil Vicente,Tondela,0,1,1.61,3.5,5.75,15,5,2,2,12,3,0,0,0
Nacional,Benfica,1,2,7.0,5.0,1.35,6,31,2,8,2,11,1,1,0
Moreirense,Famalicao,2,2,3.4,3.25,2.1,11,17,6,8,5,4,1,1,1
Casa Pia,Alverca,0,2,2.35,3.05,3.05,5,10,0,5,6,4,0,0,0
Charleroi,RAAL La Louviere,0,0,1.83,3.2,4.2,17,6,5,0,6,5,0,0,1
Waregem,Cercle Brugge,1,1,2.5,3.5,2.5,7,13,2,4,6,7,0,1,1
Dender,Westerlo,2,2,2.6,3.5,2.4,8,19,4,5,2,4,1,1,1
Excelsior,NAC Breda,1,0,2.35,3.5,2.88,6,22,2,3,1,6,0,0,2
For Sittard,Heracles,1,1,2.1,3.6,3.3,23,6,5,3,11,3,0,1,1
Nijmegen,Sparta Rotterdam,3,1,1.62,4.33,4.75,19,13,7,5,7,6,1,1,2
Mallorca,Osasuna,2,2,2.35,3.0,3.4,7,14,4,2,2,8,1,1,1
Paris FC,Auxerre,1,1,1.8,3.6,4.5,11,11,2,3,4,3,0,1,1
Palermo,Carrarese,5,0,1.68,3.4,5.25,21,7,9,2,3,4,1,0,2
Venezia,Mantova,3,0,1.46,4.5,5.75,27,3,8,1,7,1,1,0,2
Ceuta,Burgos,1,0,2.32,2.95,3.25,14,9,5,1,10,7,0,0,2
Cultural Leonesa,Granada,0,1,2.65,2.95,2.7,10,8,4,3,4,4,0,0,0
Albacete,La Coruna,0,2,2.45,3.3,2.7,14,8,3,3,9,5,0,0,0
Valladolid,Malaga,1,1,1.71,3.4,5.0,21,5,6,3,7,2,0,1,1
Magdeburg,Nurnberg,3,0,2.3,3.5,2.88,19,7,8,1,6,5,1,0,2
Holstein Kiel,Hertha,0,1,2.5,3.5,2.63,9,10,0,2,8,3,0,0,0
Greuther Furth,Bochum,0,3,3.0,3.6,2.2,10,14,1,6,6,9,1,0,0
Braunschweig,Kaiserslautern,2,0,3.0,3.5,2.25,16,10,6,5,5,6,0,0,2
Genoa,Verona,2,1,2.05,3.0,4.2,15,13,4,5,2,3,1,1,2
Parma,Udinese,0,2,2.7,3.0,2.8,17,14,2,5,5,9,0,0,0
Juventus,Cagliari,2,1,1.3,5.5,10.0,14,5,6,3,1,6,1,1,2
Catanzaro,Virtus Entella,3,2,2.45,3.05,2.85,17,13,7,3,8,2,1,1,2
Milan,Lazio,1,0,1.62,3.8,5.75,16,9,4,4,1,4,0,0,2
Leverkusen,Dortmund,1,2,2.55,3.6,2.63,14,7,4,4,10,3,1,1,0
Werder Bremen,FC Koln,1,1,2.25,3.8,2.9,17,10,4,2,4,0,0,1,1
Union Berlin,Heidenheim,1,2,1.67,4.0,5.0,9,10,2,2,5,5,1,1,0
Hoffenheim,Augsburg,3,0,1.67,4.33,4.5,17,14,3,4,7,2,1,0,2
Bayern Munich,St Pauli,3,1,1.1,10.0,21.0,19,10,4,1,10,2,1,1,2
Empoli,Bari,5,0,2.1,3.05,3.6,16,7,8,0,4,5,1,0,2
Pescara,Padova,0,1,2.82,2.95,2.57,25,12,5,5,12,5,0,0,0
Reggiana,Frosinone,0,1,3.3,3.3,2.15,14,11,6,4,4,2,0,0,0
Sudtirol,Avellino,0,1,1.96,3.2,4.0,20,6,3,1,10,2,0,0,0
Almeria,Huesca,0,0,1.56,3.7,5.75,24,5,6,1,13,1,0,0,1
Roma,Genoa,3,1,1.6,3.6,6.25,16,10,8,2,6,1,1,1,2
Bradford,Port Vale,1,0,1.68,3.7,4.5,15,7,2,1,11,3,0,0,2
Porto,AVS,2,0,1.1,7.0,19.0,18,7,4,1,7,0,0,0,2
Roma,Genoa,3,1,1.6,3.6,6.25,16,10,8,2,6,1,1,1,2
Bolton,Mansfield,0,1,1.42,4.2,7.0,22,7,4,3,14,2,0,0,0
West Brom,QPR,2,1,2.01,3.4,3.5,12,3,4,0,9,4,1,1,2
Plymouth,Wycombe,1,1,3.3,3.3,2.05,16,13,5,1,10,6,0,1,1
Stoke,Sheffield United,1,2,2.75,3.25,2.5,7,15,3,4,6,2,1,1,0
Sheffield Weds,Blackburn,0,0,4.5,3.6,1.71,5,14,0,2,2,7,0,0,1
Portsmouth,Charlton,2,1,2.2,3.2,3.25,15,16,5,4,5,11,1,1,2
Oxford,Swansea,0,1,2.75,3.05,2.55,11,10,2,5,1,5,0,0,0
Peterboro,Reading,1,1,2.32,3.4,2.85,20,3,6,3,7,2,0,1,1
Luton,Leyton Orient,3,0,1.66,3.5,4.75,9,10,4,3,2,9,1,0,2
Wrexham,Preston,2,1,2.05,3.25,3.5,14,13,6,4,3,3,1,1,2
Norwich,Watford,0,1,2.5,3.4,2.65,9,8,1,2,8,3,0,0,0
Millwall,Bristol City,2,1,2.32,3.25,2.95,8,16,2,3,1,8,1,1,2
Stockport,Doncaster,4,2,1.81,3.6,3.9,14,12,6,5,4,3,1,1,2
Cardiff,Stevenage,2,1,1.71,3.3,5.0,22,5,4,1,6,4,1,1,2
