Team,PointsPerGame,GoalDiff,Form,Elo,Points,Position
RSC Anderlecht II,0.864406779661017,-0.4915254237288136,0.2,1500.0,51,869
Mostaganem,0.9272727272727272,-0.5818181818181818,0.6,1500.0,51,870
IFK Varnamo,0.8225806451612904,-0.6774193548387096,0.8,1500.0,51,871
Western United,1.7586206896551724,0.5517241379310345,2.0,1500.0,51,872
Future FC,1.0625,-0.375,0.6,1500.0,51,873
El Bayadh,0.9272727272727272,-0.38181818181818183,0.6,1500.0,51,874
Utah Royals W,0.9615384615384616,-0.6153846153846154,1.4,1500.0,50,875
Houston Dash W,0.9615384615384616,-0.6538461538461539,0.8,1500.0,50,876
Barnechea,1.6666666666666667,0.4,1.4,1500.0,50,877
Ittihad Tanger,1.1111111111111112,-0.2222222222222222,0.2,1500.0,50,878
Pharco,1.0425531914893618,-0.5106382978723404,0.6,1500.0,49,879
Correcaminos Uat,0.9074074074074074,-0.9259259259259259,1.2,1500.0,49,880
1. FC Heidenheim,0.765625,-0.9375,0.4,1500.0,49,881
Béchar Djedid,0.8909090909090909,-0.6181818181818182,1.2,1500.0,49,882
Charlton,1.1951219512195121,-0.2682926829268293,1.0,1500.0,49,883
AD Ceuta FC,1.411764705882353,-0.38235294117647056,0.8,1500.0,48,884
Dorados,0.8421052631578947,-0.7192982456140351,0.8,1500.0,48,885
Hassania Agadir,1.0212765957446808,-0.2765957446808511,0.4,1500.0,48,886
Ankaragücü,1.263157894736842,0.02631578947368421,2.0,1500.0,48,887
Al Ittihad,1.0212765957446808,-0.3404255319148936,1.0,1500.0,48,888
Puebla,0.75,-0.828125,1.0,1500.0,48,889
MO Bejaia,1.88,0.88,2.2,1500.0,47,890
Colegiales,1.3823529411764706,0.0,2.6,1500.0,47,891
Arbroath,1.46875,0.0625,1.0,1500.0,47,892
HB Chelghoum Laïd,0.8363636363636363,-1.1818181818181819,0.0,1500.0,46,893
FC Andorra,1.3529411764705883,0.08823529411764706,1.6,1500.0,46,894
Santos Laguna,0.71875,-0.953125,1.4,1500.0,46,895
Haugesund,0.7419354838709677,-1.1774193548387097,0.6,1500.0,46,896
Brisbane Roar,0.9387755102040817,-0.5306122448979592,0.6,1500.0,46,897
Falkenbergs FF,1.5333333333333334,0.5666666666666667,1.4,1500.0,46,898
Plymouth,1.0,-0.8043478260869565,1.8,1500.0,46,899
Depor FC,0.703125,-0.921875,0.2,1500.0,45,900
Eldense,1.0714285714285714,-0.4523809523809524,1.0,1500.0,45,901
Vejle,0.7894736842105263,-0.8070175438596491,0.8,1500.0,45,902
Ghazl El Mehalla,0.9361702127659575,-0.40425531914893614,0.6,1500.0,44,903
Stripfing,1.0232558139534884,-0.32558139534883723,0.8,1500.0,44,904
Cardiff,0.9565217391304348,-0.5434782608695652,0.4,1500.0,44,905
Irapuato,1.375,0.15625,1.4,1500.0,44,906
UTS Rabat,0.9777777777777777,-0.3111111111111111,0.4,1500.0,44,907
KRC Genk II,0.7288135593220338,-0.847457627118644,1.2,1500.0,43,908
Vanspor FK,1.303030303030303,0.12121212121212122,1.0,1500.0,43,909
Brescia,1.131578947368421,-0.15789473684210525,1.6,1500.0,43,910
FC Heidenheim,1.2352941176470589,-0.14705882352941177,1.6,1500.0,42,911
Haras El Hodood,0.8936170212765957,-0.6595744680851063,0.8,1500.0,42,912
AVS,0.65625,-1.171875,0.6,1500.0,42,913
Sarıyer,1.2727272727272727,-0.12121212121212122,1.4,1500.0,42,914
Pogoń Grod. Mazowiecki,1.5555555555555556,0.18518518518518517,1.2,1500.0,42,915
Perth Glory,0.8367346938775511,-0.8979591836734694,0.8,1500.0,41,916
Sporting CP B,1.4642857142857142,0.42857142857142855,0.6,1500.0,41,917
Alebrijes de Oaxaca,0.7407407407407407,-1.1111111111111112,0.8,1500.0,40,918
Şanlıurfaspor,1.0526315789473684,-0.2631578947368421,0.6,1500.0,40,919
Real Sociedad II,1.1764705882352942,-0.14705882352941177,0.6,1500.0,40,920
Los Andes,1.1764705882352942,-0.08823529411764706,0.6,1500.0,40,921
KAA Gent II,1.3333333333333333,-0.23333333333333334,0.8,1500.0,40,922
Wieczysta Kraków,1.5384615384615385,0.46153846153846156,0.8,1500.0,40,923
Cittadella,1.0526315789473684,-0.6052631578947368,0.8,1500.0,40,924
Ferroviária,1.0526315789473684,-0.23684210526315788,0.4,1500.0,40,925
Avellino,1.1818181818181819,-0.48484848484848486,1.8,1500.0,39,926
Ponte Preta,1.0,-0.47368421052631576,0.0,1500.0,38,927
Austria Vienna (Am),1.5833333333333333,0.041666666666666664,2.0,1500.0,38,928
Boulogne,1.2258064516129032,-0.2903225806451613,1.8,1500.0,38,929
Lusitânia Lourosa,1.3571428571428572,-0.25,0.8,1500.0,38,930
Kataller Toyama,0.9736842105263158,-0.39473684210526316,2.0,1500.0,37,931
Ituano,0.9736842105263158,-0.5263157894736842,0.6,1500.0,37,932
Brusque,0.9473684210526315,-0.5263157894736842,0.6,1500.0,36,933
Volta Redonda,0.9473684210526315,-0.4473684210526316,0.4,1500.0,36,934
Tenerife,0.8571428571428571,-0.47619047619047616,0.4,1500.0,36,935
Ismaily SC,0.7659574468085106,-0.574468085106383,0.6,1500.0,36,936
Hamilton Academical,1.0,-0.7222222222222222,1.4,1500.0,36,937
Polonia Bytom,1.44,0.28,0.4,1500.0,36,938
Central Norte,1.0588235294117647,-0.4117647058823529,0.6,1500.0,36,939
SKAF Khémis Mélina,1.1666666666666667,-0.06666666666666667,1.2,1500.0,35,940
Serik Spor,1.0606060606060606,-0.7575757575757576,1.2,1500.0,35,941
Amal Tiznit,1.6666666666666667,0.47619047619047616,2.2,1500.0,35,942
Widad Témara,1.6666666666666667,0.23809523809523808,1.2,1500.0,35,943
Virtus Entella,1.0303030303030303,-0.45454545454545453,1.2,1500.0,34,944
Tochigi SC,0.8947368421052632,-0.631578947368421,0.8,1500.0,34,945
Padova,1.0303030303030303,-0.3939393939393939,0.0,1500.0,34,946
Cosenza,0.8947368421052632,-0.631578947368421,0.6,1500.0,34,947
WA Tlemcen,1.36,-0.08,1.6,1500.0,34,948
Atletico DE Rafaela,0.825,-0.475,1.6,1500.0,33,949
Hatayspor,0.4782608695652174,-1.391304347826087,0.0,1500.0,33,950
Guarani Campinas,0.868421052631579,-0.5263157894736842,0.4,1500.0,33,951
Youssoufia Berrechid,1.1,-0.16666666666666666,1.2,1500.0,33,952
Chabab Mohammédia,0.6470588235294118,-1.2745098039215685,1.4,1500.0,33,953
Guillermo Brown,0.868421052631579,-0.39473684210526316,0.2,1500.0,33,954
hodd,1.1,-0.6,0.6,1500.0,33,955
Martigues,0.9411764705882353,-0.7941176470588235,0.8,1500.0,32,956
Cultural Leonesa,0.9411764705882353,-0.7058823529411765,1.0,1500.0,32,957
Pescara,0.9696969696969697,-0.3939393939393939,2.0,1500.0,32,958
Voitsberg,1.0666666666666667,-0.36666666666666664,0.8,1500.0,32,959
Gefle IF,1.0666666666666667,-0.5666666666666667,1.4,1500.0,32,960
Wadi Degla,1.4090909090909092,0.13636363636363635,1.4,1500.0,31,961
Arminia Bielefeld,1.1071428571428572,0.03571428571428571,0.8,1500.0,31,962
SV Horn,1.0,-0.7,2.0,1500.0,30,963
SSV Ulm 1846,0.8823529411764706,-0.35294117647058826,0.8,1500.0,30,964
Brown DE Adrogue,0.7692307692307693,-0.7692307692307693,1.2,1500.0,30,965
Adanaspor,0.7894736842105263,-1.131578947368421,0.6,1500.0,30,966
Vendsyssel FF,0.9375,-0.4375,0.8,1500.0,30,967
Kagoshima United,0.7894736842105263,-0.631578947368421,0.8,1500.0,30,968
Racing Ferrol,0.7142857142857143,-1.0,0.8,1500.0,30,969
Kotwica Kołobrzeg,0.8529411764705882,-0.7647058823529411,1.4,1500.0,29,970
CR Béni Thour,1.16,-0.48,0.6,1500.0,29,971
Dynamo Dresden,1.0357142857142858,-0.07142857142857142,1.4,1500.0,29,972
RB Ouargla,0.9666666666666667,-0.43333333333333335,0.2,1500.0,29,973
Rapide Oued ZEM,0.9666666666666667,-0.2,1.6,1500.0,29,974
Levanger,0.9666666666666667,-0.13333333333333333,0.6,1500.0,29,975
Rapperswil,1.0357142857142858,-0.4642857142857143,0.2,1500.0,29,976
Nancy,1.0,-0.5517241379310345,0.6,1500.0,29,977
Hertha Berlin,0.8529411764705882,-0.7941176470588235,1.4,1500.0,29,978
Austria Salzburg,1.2173913043478262,-0.17391304347826086,1.6,1500.0,28,979
FC Schaffhausen,0.7777777777777778,-0.8055555555555556,0.2,1500.0,28,980
Mafra,0.7941176470588235,-0.7352941176470589,0.6,1500.0,27,981
Nrb Beni Oulbene,1.08,-0.44,1.2,1500.0,27,982
Aarhus Fremad,1.173913043478261,0.13043478260869565,1.4,1500.0,27,983
Roskilde,0.8125,-0.75,2.0,1500.0,26,984
Olympique Khouribga,0.8666666666666667,-0.5,0.2,1500.0,26,985
Yoogali CT,0.6190476190476191,-1.5952380952380953,1.2,1500.0,26,986
Union Sportive Boujaad,1.1904761904761905,0.09523809523809523,1.0,1500.0,25,987
Oued Sly,0.8333333333333334,-0.6333333333333333,0.4,1500.0,25,988
Skövde AIK,0.8333333333333334,-0.8666666666666667,0.6,1500.0,25,989
SSV Jahn Regensburg,0.7352941176470589,-1.411764705882353,0.6,1500.0,25,990
Queanbeyan City,1.1428571428571428,-0.7142857142857143,0.2,1500.0,24,991
WSPG Wels,1.0,-0.25,1.4,1500.0,24,992
Boavista,0.7058823529411765,-1.0294117647058822,1.2,1500.0,24,993
Warta Poznań,0.7058823529411765,-1.0,0.6,1500.0,24,994
FC Cartagena,0.5476190476190477,-1.0714285714285714,1.2,1500.0,23,995
Stal Stalowa Wola,0.6764705882352942,-1.1176470588235294,0.6,1500.0,23,996
Caen,0.6470588235294118,-0.7941176470588235,0.4,1500.0,22,997
JS Tixeraine,0.88,-0.48,1.2,1500.0,22,998
CRB Adrar,0.84,-1.08,0.4,1500.0,21,999
El Mokawloon,0.9090909090909091,-0.36363636363636365,0.8,1500.0,20,1000
Adana Demirspor,0.2898550724637681,-2.5942028985507246,0.6,1500.0,20,1001
Umeå FC,0.6333333333333333,-0.9,2.0,1500.0,19,1002
Oued Magrane,0.6333333333333333,-1.2666666666666666,0.0,1500.0,19,1003
Thespakusatsu Gunma,0.47368421052631576,-1.0,0.2,1500.0,18,1004
Kahraba Ismailia,0.8181818181818182,-0.6818181818181818,1.2,1500.0,18,1005
Deinze,1.2857142857142858,-0.14285714285714285,0.8,1500.0,18,1006
Sandnes ULF,0.5666666666666667,-1.8,0.2,1500.0,17,1007
Olympic Charleroi,0.5333333333333333,-1.2,0.0,1500.0,16,1008
SV Lafnitz,0.5333333333333333,-1.3666666666666667,0.8,1500.0,16,1009
Skeid,0.5,-1.0333333333333334,0.6,1500.0,15,1010
US Souf,0.43333333333333335,-1.6333333333333333,0.8,1500.0,13,1011
Middelfart,0.5217391304347826,-1.1304347826086956,0.0,1500.0,12,1012
CR Méchria,0.4,-1.5333333333333334,0.0,1500.0,12,1013
Brattvåg,2.25,0.75,1.8,1500.0,9,1014
Canberra Olympic,0.42857142857142855,-1.5238095238095237,0.6,1500.0,9,1015
Cove Rangers,1.25,0.0,1.0,1500.0,5,1016
Norrby IF,2.0,0.5,0.8,1500.0,4,1017
Hammarby Talang,1.5,0.0,0.6,1500.0,3,1018
Fortuna Dusseldorf,1.5,0.0,0.6,1500.0,3,1019
CF Os Belenenses,1.5,0.0,0.6,1500.0,3,1020
Coca-Cola,1.0,0.0,0.2,1500.0,1,1021
FC Saarbrücken,0.5,-1.0,0.2,1500.0,1,1022
Queen of the South,0.5,-0.5,0.2,1500.0,1,1023
Yeni Malatyaspor,0.0,-3.6578947368421053,0.0,1500.0,0,1024
Lund,0.0,-1.5,0.0,1500.0,0,1025
Stockholm Internazionale,0.0,-1.0,0.0,1500.0,0,1026
Stenhousemuir,0.0,-1.5,0.0,1500.0,0,1027
Grorud,0.0,-1.5,0.0,1500.0,0,1028
